AREA;VARIEDADE;DATA DE PODA;DATA DA AMOSTRA;DIAS_POS_PODA;TEXTO DATA;ESTADO DO ENGACO;COLORACAO DO CACHO;BRIX ACIMA DO IDEAL;BRIX DO SUCO;ACIDEZ;BRIX;DIAMETRO
B17 V1;ARRA 15;17/08/2018;12/11/2018;87;12/11/2018;MADURO;VERDE;0,35;16;1,37;16;18,5
B17 V2;ARRA 15;15/08/2018;12/11/2018;89;12/11/2018;MADURO;VERDE;0,07;15,2;1,46;15;19,1
B17 V1;ARRA 15;17/08/2018;15/11/2018;90;15/11/2018;MADURO;¶MBAR;0,6;17;1,15;16,8;18,8
B17 V2;ARRA 15;15/08/2018;15/11/2018;92;15/11/2018;MADURO;¶MBAR;0,27;15,8;1,22;15,9;19,3
B17 V1;ARRA 15;17/08/2018;19/11/2018;94;19/11/2018;MADURO;¶MBAR;0,7;17,6;0,97;17,7;18,8
B17 V2;ARRA 15;15/08/2018;19/11/2018;96;19/11/2018;MADURO;¶MBAR;0,38;16,2;1,11;16,4;19,6
B17 V1;ARRA 15;17/08/2018;22/11/2018;97;22/11/2018;MADURO;¶MBAR;0,9;18,2;0,9;19,1;19,1
B17 V2;ARRA 15;15/08/2018;22/11/2018;99;22/11/2018;MADURO;¶MBAR;0,65;17;1,02;17,4;19,9
A04 V1 E V2;RED GLOBE;08/08/2018;22/11/2018;106;22/11/2018;MADURO;ROSADA;0,25;12,8;0,68;13,1;26
A07 V1;ARRA 15;27/08/2018;26/11/2018;91;26/11/2018;MADURO;VERDE;0,15;15,8;1,44;15,7;20
A07 V2;ARRA 15;28/08/2018;26/11/2018;90;26/11/2018;MADURO;VERDE;0,17;15,2;1,38;15,8;20,2
A15 v1;RED GLOBE;13/08/2018;26/11/2018;105;26/11/2018;MADURO;ROSADA;0,45;13,6;0,66;13,8;25,7
B17 V1;ARRA 15;17/08/2018;26/11/2018;101;26/11/2018;MADURO;¶MBAR;0,93;19,2;0,8;19,5;19,1
B17 V2;ARRA 15;15/08/2018;26/11/2018;103;26/11/2018;MADURO;¶MBAR;0,72;17,6;0,93;18;20,1
B17 V2;ARRA 15;15/08/2018;29/11/2018;106;29/11/2018;MADURO;¶MBAR;0,82;17,6;0,88;18;20,1
A07 V1;ARRA 15;27/08/2018;29/11/2018;94;29/11/2018;MADURO;VERDE;0,45;16,2;1,2;16,6;20,2
A07 V2;ARRA 15;28/08/2018;29/11/2018;93;29/11/2018;MADURO;VERDE;0,37;15,8;1,26;16,2;19,8
B18 V1;BENITAKA M;20/08/2018;03/12/2018;105;03/12/2018;MADURO;VERMELHA;0,63;14;1,02;14,2;23,4
A07 V1;ARRA 15;27/08/2018;03/12/2018;98;03/12/2018;MADURO;¶MBAR;0,53;16,8;1,06;17;20,4
B17 V2;ARRA 15;15/08/2018;03/12/2018;110;03/12/2018;MADURO;¶MBAR;0,6;17,2;0,82;17,3;20,3
A07 V2;ARRA 15;28/08/2018;03/12/2018;97;03/12/2018;MADURO;¶MBAR;0,47;16,6;1,14;16,6;20,2
A07 V1;ARRA 15;27/08/2018;06/12/2018;101;06/12/2018;MADURO;¶MBAR;0,43;16,8;1;16,8;20,6
A07 V2;ARRA 15;28/08/2018;06/12/2018;100;06/12/2018;MADURO;¶MBAR;0,38;16,4;10,5;16,3;20,5
A07 V1;ARRA 15;27/08/2018;10/12/2018;105;10/12/2018;MADURO;¶MBAR;0,57;17,2;0,94;17,1;21
A07 V2;ARRA 15;28/08/2018;10/12/2018;104;10/12/2018;MADURO;¶MBAR;0,7;17;0,97;17,1;20,6
B18 V1;BENITAKA M;20/08/2018;12/12/2018;114;12/12/2018;MADURO;¶MBAR;0,78;14,8;0,85;14,5;24,5
A07 V1;ARRA 15;27/08/2018;13/12/2018;108;13/12/2018;MADURO;¶MBAR;0,58;17,6;0,92;17,2;20,9
A07 V2;ARRA 15;28/08/2018;13/12/2018;107;13/12/2018;MADURO;¶MBAR;0,8;17,6;0,95;17,5;20,3
A07 V2;ARRA 15;28/08/2018;17/12/2018;111;17/12/2018;MADURO;¶MBAR;0,93;17,6;0,88;18,2;20,1
B18 V2;BENITAKA M;03/09/2018;17/12/2018;105;17/12/2018;MADURO;VERMELHA;0,63;14;1,2;14,1;23,3
A07 V1;ARRA 15;27/08/2018;17/12/2018;112;17/12/2018;MADURO;¶MBAR;0,98;18,2;0,85;18,5;20,7
B10 V1;ARRA 15;19/09/2018;18/12/2018;90;18/12/2018;MADURO;VERMELHA;0,03;14,8;1,57;14,7;18,6
B18 V2;BENITAKA M;03/09/2018;20/12/2018;108;20/12/2018;MADURO;VERMELHA;0,8;14,4;1,1;14,4;23,8
B10 V2;ARRA 15;20/09/2018;20/12/2018;91;20/12/2018;MADURO;¶MBAR;0,07;15,6;1,56;15;19,4
B10 V1;ARRA 15;19/09/2018;21/12/2018;93;21/12/2018;MADURO;¶MBAR;0,07;14,8;1,51;15,1;19
A01 V2;ARRA 15;24/09/2018;26/12/2018;93;26/12/2018;MADURO;¶MBAR;0,8;17,8;1,44;18,,1;18,9
B10 V2;ARRA 15;20/09/2018;29/12/2018;100;29/12/2018;MADURO;¶MBAR;0,52;17,8;1,23;16,7;19
B10 V1;ARRA 15;19/09/2018;26/12/2018;98;26/12/2018;MADURO;¶MBAR;0,38;16,6;1,26;16,4;19,4
B10 V2;ARRA 15;20/09/2018;26/12/2018;97;26/12/2018;MADURO;¶MBAR;0,43;16,6;1,26;16,2;19,2
A01 V2;ARRA 15;24/09/2018;29/12/2018;96;29/12/2018;MADURO;¶MBAR;0,93;18,6;1,25;19;18,9
B10 V1;ARRA 15;19/09/2018;29/12/2018;101;29/12/2018;MADURO;¶MBAR;0,72;17,8;1,1;17,5;19
B10 V1;ARRA 15;19/09/2018;03/01/2019;106;03/01/2019;MADURO;¶MBAR;0,9;18,2;1,0,2;18,5;18,8
A01 V2;ARRA 15;24/09/2018;03/01/2019;101;03/01/2019;MADURO;¶MBAR;0,9;19,2;1,15;19,9;18,8
B10 V2;ARRA 15;20/09/2018;03/01/2019;105;03/01/2019;MADURO;¶MBAR;0,77;17,8;1,06;17,6;19,2
A12 V2;ARRA 15;16/10/2018;07/01/2019;83;07/01/2019;MADURO;¶MBAR;0,12;15,2;1,24;15,3;18,2
A12 V1;ARRA 15;16/10/2018;07/01/2019;83;07/01/2019;MADURO;VERDE;0;13,8;1,54;13,8;18,9
A01 V2;ARRA 15;24/09/2018;08/01/2019;106;08/01/2019;MADURO;¶MBAR;0,9;19,2;1,09;20,3;18,8
A12 V1;ARRA 15;16/10/2018;10/01/2019;86;10/01/2019;MADURO;VERDE;0,02;14,6;1,4;14,3;19,3
A12 V2;ARRA 15;16/10/2018;10/01/2019;86;10/01/2019;MADURO;¶MBAR;0,37;16;1,14;16,1;18,5
A01 V2;ARRA 15;24/09/2018;11/01/2019;109;11/01/2019;MADURO;¶MBAR;0,97;19,41;1;20;19,7
A12 V1;ARRA 15;16/10/2018;14/01/2019;90;14/01/2019;MADURO;VERDE;0,22;15,6;1,14;15,9;19,6
A12 V2;ARRA 15;16/10/2018;14/01/2019;90;14/01/2019;MADURO;¶MBAR;0,63;17,4;1,01;17,6;18,6
A12 V1;ARRA 15;16/10/2018;17/01/2019;93;17/01/2019;MADURO;¶MBAR;0,5;16,2;1,06;17;19,1
A12 V2;ARRA 15;16/10/2018;17/01/2019;93;17/01/2019;MADURO;¶MBAR;0,92;18,4;0,86;19,2;18,4
A12 V1;ARRA 15;16/10/2018;21/01/2019;97;21/01/2019;MADURO;¶MBAR;0,73;17;0,95;17,6;19,4
A12 V2;ARRA 15;16/10/2018;21/01/2019;97;21/01/2019;MADURO;¶MBAR;0,92;18,6;0,85;18,9;18,5
A13 V1;BENITAKA M;15/10/2018;21/01/2019;98;21/01/2019;MADURO;VERMELHA;0,72;14,4;1,28;14,4;23,4
A13 V2;BENITAKA M;15/10/2018;21/01/2019;98;21/01/2019;MADURO;VERMELHA;0,53;14;1,39;14;23,1
A12 V1;ARRA 15;16/10/2018;24/01/2019;100;24/01/2019;MADURO;¶MBAR;0,75;17;0,88;17,7;19,8
A12 V2;ARRA 15;16/10/2018;24/01/2019;100;24/01/2019;MADURO;¶MBAR;0,88;18,6;0,77;19,5;18,6
A13 V1;BENITAKA M;15/10/2018;24/01/2019;101;24/01/2019;MADURO;VERMELHA;0,75;14,4;1,21;14,6;23,2
A13 V2;BENITAKA M;15/10/2018;24/01/2019;101;24/01/2019;MADURO;VERMELHA;0,75;14;1,29;14,6;23,7
A12 V1;ARRA 15;16/10/2018;28/01/2019;104;28/01/2019;MADURO;¶MBAR;0,83;18;0,79;17,8;19,8
A13 V1;BENITAKA M;15/10/2018;28/01/2019;105;28/01/2019;MADURO;VERMELHA;0,87;15,2;1,09;14,8;23,86
A13 V2;BENITAKA M;15/10/2018;28/01/2019;105;28/01/2019;MADURO;VERMELHA;0,88;15,6;1,14;15;23,63
A13 V1;BENITAKA M;15/10/2018;31/01/2019;108;31/01/2019;MADURO;VERMELHA;1;15,8;1,04;15,9;24
A13 V2;BENITAKA M;15/10/2018;31/01/2019;108;31/01/2019;MADURO;VERMELHA;0,98;16;1,05;15,8;24.5
B12 V1;ARRA 15;14/11/2018;11/02/2019;89;11/02/2019;MADURO;¶MBAR;0,32;15,8;1,33;15,9;19,7
B12 V2;ARRA 15;12/11/2018;11/02/2019;91;11/02/2019;MADURO;¶MBAR;0,58;16,8;1,24;17;18,65
B12 V1;ARRA 15;14/11/2018;06/02/2019;84;06/02/2019;MADURO;VERDE;0,2;15,8;1,42;15,7;19
B12 V2;ARRA 15;12/11/2018;06/02/2019;86;06/02/2019;MADURO;VERDE;0,28;16,2;1,42;15,9;18,4
A06 V1;ARRA 15;19/11/2018;12/02/2019;85;12/02/2019;MADURO;VERDE;0,02;14,4;1,69;14;19
B12 V1;ARRA 15;14/11/2018;14/02/2019;92;14/02/2019;MADURO;¶MBAR;0,42;16,2;1,21;16,2;19,5
B12 V2;ARRA 15;12/11/2018;14/02/2019;94;14/02/2019;MADURO;¶MBAR;0,77;17,6;1,11;17,9;18,9
A06 V1;ARRA 15;22/11/2018;15/02/2019;85;15/02/2019;MADURO;VERDE;0,27;15;1,48;15,5;19,4
A06 V2;ARRA 15;22/11/2018;15/02/2019;85;15/02/2019;MADURO;VERDE;0,23;15;1,46;15,1;19,2
A06 V3;ARRA 15;22/11/2019;15/02/2019;85;15/02/2019;MADURO;VERDE;0,03;15;1,53;15;19
B12 V1;ARRA 15;14/11/2018;18/02/2019;96;18/02/2019;MADURO;¶MBAR;0,6;17,2;1,08;17,2;19,3
B12 V2;ARRA 15;12/11/2018;18/02/2019;98;18/02/2019;MADURO;¶MBAR;0,9;18;0,97;18,2;19
A06 V2;ARRA 15;21/11/2018;20/02/2019;91;20/02/2019;MADURO;¶MBAR;0,3;16;1,29;16,3;19,2
A06 V3;ARRA 15;21/11/2018;20/02/2019;91;20/02/2019;MADURO;¶MBAR;0,08;15,4;1,37;15,5;19,6
A06 V4;ARRA 15;26/11/2018;21/02/2019;87;21/02/2019;MADURO;¶MBAR;0,17;15,6;1,28;15,4;19,6
A06 V1;ARRA 15;19/11/2018;22/02/2019;95;22/02/2019;MADURO;¶MBAR;0,47;16,6;1,14;16,3;19,1
A09 V1;ARRA 15;28/11/2018;21/02/2019;85;21/02/2019;MADURO;VERDE;0;13,8;1,51;13,5;19,6
A09 V1;ARRA 15;28/11/2018;21/02/2019;85;21/02/2019;MADURO;VERDE;0;14;1,29;13,6;20,4
A09 V2;ARRA 15;03/12/2018;26/02/2019;85;26/02/2019;MADURO;VERDE;0;14,2;1,33;13,9;19,3
A06 V1;ARRA 15;19/11/2018;26/02/2019;99;26/02/2019;MADURO;¶MBAR;0,52;16,8;1,05;16,8;18,9
A06 V2;ARRA 15;21/11/2018;26/02/2019;97;26/02/2019;MADURO;¶MBAR;0,52;16,8;1,03;16,6;18,7
A06 V3;ARRA 15;21/11/2018;26/02/2019;97;26/02/2019;MADURO;¶MBAR;0,48;16,4;1,06;16,6;19
A06 V4;ARRA 15;26/11/2018;26/02/2019;92;26/02/2019;MADURO;¶MBAR;0,4;16,4;1,04;16,1;19
A06 V2;ARRA 15;21/11/2018;01/03/2019;100;01/03/2019;MADURO;¶MBAR;0,5;16;1;16,3;19,4
A06 V3;ARRA 15;21/11/2018;01/03/2019;100;01/03/2019;MADURO;¶MBAR;0,5;16,4;1,04;16,6;20,2
A06 V4;ARRA 15;26/11/2018;01/03/2019;95;01/03/2019;MADURO;¶MBAR;0,48;16;1,02;16,3;20,3
A09 V1;ARRA 15;28/11/2018;01/03/2019;93;01/03/2019;MADURO;¶MBAR;0,08;15;1,06;14,9;20,7
A09 V2;ARRA 15;03/12/2018;01/03/2019;88;01/03/2019;MADURO;¶MBAR;0;14,8;1,2;14,1;19,8
A09 V3;ARRA 15;06/12/2018;01/03/2019;85;01/03/2019;MADURO;¶MBAR;0;13,4;1,62;13,3;19,7
A09 V4;ARRA 15;06/12/2018;01/03/2019;85;01/03/2019;MADURO;VERDE;0;13;1,46;12,9;19,7
A09 V2;ARRA 15;03/12/2018;07/03/2019;94;07/03/2019;MADURO;¶MBAR;0,3;16,8;0,88;16;19,9
A09 V1;ARRA 15;28/11/2018;07/03/2019;99;07/03/2019;MADURO;¶MBAR;0,22;15,4;1,02;15;20,7
A09 V3;ARRA 15;06/12/2018;07/03/2019;91;07/03/2019;MADURO;¶MBAR;0,17;16;1;15,6;20
A09 V4;ARRA 15;06/12/2018;07/03/2019;91;07/03/2019;MADURO;¶MBAR;0,27;16;1;15,3;19,7
A03 V1 E V2;ARRA 15;10/12/2018;07/03/2019;87;07/03/2019;MADURO;VERDE;0,02;14;1,52;14;18,9
A03 V3 E V4;ARRA 15;11/12/2018;07/03/2019;86;07/03/2019;MADURO;VERDE;0;13;1,58;13;19
A10 V2;ARRA 15;10/12/2018;07/03/2019;87;07/03/2019;MADURO;VERDE;0,02;13,4;1,45;13;18,1
A10 V1;ARRA 15;07/12/2018;07/03/2019;90;07/03/2019;MADURO;¶MBAR;0,02;15;1,2;14,6;19,4
A09 V1;ARRA 15;28/11/2018;11/03/2019;103;11/03/2019;MADURO;¶MBAR;0,32;15,6;0,87;15,7;20,3
A09 V2;ARRA 15;03/12/2018;11/03/2019;98;11/03/2019;MADURO;¶MBAR;0,43;17;0,85;16,6;19,3
A09 V3;ARRA 15;06/12/2018;11/03/2019;95;11/03/2019;MADURO;¶MBAR;0,33;15,8;0,94;16;19,9
A09 V4;ARRA 15;06/12/2018;11/03/2019;95;11/03/2019;MADURO;¶MBAR;0,33;16;0,93;16;19,6
A03 V1 E V2;ARRA 15;10/12/2018;11/03/2019;91;11/03/2019;MADURO;¶MBAR;0,05;15,4;1,3;14,9;19,1
A03 V3 E V4;ARRA 15;11/12/2018;11/03/2019;90;11/03/2019;MADURO;¶MBAR;0;14,4;1,48;14,2;19,6
A10 V2;ARRA 15;10/12/2018;11/03/2019;91;11/03/2019;MADURO;¶MBAR;0,12;16;1,1;15,7;18,8
A10 V1;ARRA 15;07/12/2018;11/03/2019;94;11/03/2019;MADURO;¶MBAR;0,03;14,2;1,21;13,8;17,7
A10 V1;ARRA 15;07/12/2018;14/03/2019;97;14/03/2019;MADURO;¶MBAR;0,18;16,2;1,01;15,7;19
A10 V2;ARRA 15;10/12/2018;14/03/2019;94;14/03/2019;MADURO;¶MBAR;0,07;14,2;1,09;14,4;18,7
A10;ARRA 15;;14/03/2019;43538;14/03/2019;MADURO;¶MBAR;0,07;15;1,04;15;19
A03 V1 E V2;ARRA 15;10/12/2018;14/03/2019;94;14/03/2019;MADURO;¶MBAR;0,28;15,4;1,2;15,8;19
A10;ARRA 15;;14/03/2019;43538;14/03/2019;MADURO;¶MBAR;0,07;15;1,1;14,5;18
A03 V3 E V4;ARRA 15;11/12/2018;14/03/2019;93;14/03/2019;MADURO;¶MBAR;0;14,4;1,4;14,4;20
B06 V1;ARRA 15;17/12/2018;14/03/2019;85;14/03/2019;MADURO;¶MBAR;0;13,4;1,61;12,9;18,9
B06 V2;ARRA 15;17/12/2018;14/03/2019;85;14/03/2019;MADURO;¶MBAR;0;13,8;1,6;12,9;18,9
B06 V1;ARRA 15;17/12/2018;15/03/2019;88;15/03/2019;MADURO;¶MBAR;0;14,2;1,41;13,9;20
B06 V2;ARRA 15;17/12/2018;15/03/2019;88;15/03/2019;MADURO;¶MBAR;0;13,8;1,48;13,7;20,1
B06 V1;ARRA 15;17/12/2018;19/03/2019;92;19/03/2019;MADURO;¶MBAR;0,1;15;1,26;14,8;19,9
B06 V2;ARRA 15;17/12/2018;19/03/2019;92;19/03/2019;MADURO;¶MBAR;0,08;15,2;1,2;15;19,9
A03 V1 E V2;ARRA 15;10/12/2018;20/03/2019;100;20/03/2019;MADURO;¶MBAR;0,23;16;1,03;16;19,6
A03 V3 E V4;ARRA 15;11/12/2018;20/03/2019;99;20/03/2019;MADURO;¶MBAR;0,13;15,4;1,18;15;19,7
B08 V2;ARRA 15;26/12/2018;21/03/2019;85;21/03/2019;MADURO;¶MBAR;0,2;15,4;1,26;15,1;20,3
B08 V2;ARRA 15;26/12/2018;25/03/2019;89;25/03/2019;MADURO;¶MBAR;0,32;15,2;1,02;14,9;20
B06 V1;ARRA 15;17/12/2018;25/03/2019;98;25/03/2019;MADURO;¶MBAR;0,45;15;0,94;15;20
B06 V2;ARRA 15;17/12/2018;25/03/2019;98;25/03/2019;MADURO;¶MBAR;0,5;15;0,97;15;20
B06 V1;ARRA 15;17/12/2018;28/03/2019;101;28/03/2019;;¶MBAR;0,62;16;0,92;15,9;20
B06 V2;ARRA 15;17/12/2018;28/03/2019;101;28/03/2019;;¶MBAR;0,7;16;0,89;16;20
B08 V2;ARRA 15;26/12/2018;28/03/2019;92;28/03/2019;;¶MBAR;0,4;15,6;1;15,4;20
B08 V1;ARRA 15;02/01/2019;02/04/2019;90;02/04/2019;;VERDE;0,02;13,6;1,53;13;19
B08 V2;ARRA 15;26/12/2018;02/04/2019;97;02/04/2019;;¶MBAR;0,52;15,4;0,97;15,6;20
B01 V1;BENITAKA M;17/12/2018;04/04/2019;108;04/04/2019;MADURO;ROSADA;0,23;13;1,4;13;22,9
B01 V1 ;BENITAKA M;17/12/2018;04/04/2019;108;04/04/2019;MADURO;VERMELHA;0,57;14;1,1;13,8;22,9
B08 V1;ARRA 15;02/01/2019;05/04/2019;93;05/04/2019;MADURO;¶MBAR;0;14;1,26;13;19
B08 V1;ARRA 15;02/01/2019;08/04/2019;96;08/04/2019;MADURO;¶MBAR;0,02;14,4;1,2;14,4;19,8
B01 V1;BENITAKA M;17/12/2018;08/04/2019;112;08/04/2019;MADURO;VERMELHA;0,75;14;1;14;22,9
B01 V1;BENITAKA M;17/12/2018;08/04/2019;112;08/04/2019;MADURO;VERMELHA;;;;;22,5
B01 V1;BENITAKA M;17/12/2018;11/04/2019;115;11/04/2019;MADURO;VERMELHA;0,7;14;0,9;14;23,6
B08 V1;ARRA 15;02/01/2019;11/04/2019;99;11/04/2019;MADURO;¶MBAR;0,23;15,8;1;15,7;19,6
B01 V1;BENITAKA M;17/12/2018;12/04/2019;116;12/04/2019;MADURO;VERMELHA;0,9;14,4;0,9;14;23
B01 V1;BENITAKA M;17/12/2018;12/04/2019;116;12/04/2019;MADURO;VERMELHA;0,9;14,6;0,9;14;23
B01 V1;BENITAKA M;17/12/2018;12/04/2019;116;12/04/2019;MADURO;ROSADA;0,6;14;1;13,8;23
B01 V1;BENITAKA M;17/12/2018;12/04/2019;116;12/04/2019;MADURO;ROSADA;0,53;14;0,9;13,7;23
B08 V1;ARRA 15;02/01/2019;15/04/2019;103;15/04/2019;MADURO;¶MBAR;0,13;15,6;0,9;15,7;19,9
B01 V1;BENITAKA M;17/12/2018;15/04/2019;119;15/04/2019;MADURO;VERMELHA;1;14,6;0,89;14,7;23,5
B01 V1;BENITAKA M;17/12/2018;15/04/2019;119;15/04/2019;MADURO;VERMELHA;1;14,2;0,9;14,6;23
B08 V1;ARRA 15;02/01/2019;17/04/2019;105;17/04/2019;;¶MBAR;0,03;15,4;0,9;15;20
B02 V1;BENITAKA M;12/01/2019;26/04/2019;104;26/04/2019;MADURO;VERMELHA;0,95;13,8;1,2;15;21,4
B02 V1;BENITAKA M;12/01/2019;26/04/2019;104;26/04/2019;;ROSADA;0,35;13;1,3;13,4;21,5
B02 V2;BENITAKA M;07/01/2019;26/04/2019;109;26/04/2019;MADURO;VERMELHA;0,89;14,4;1,2;14,5;21,3
B02 V2;BENITAKA M;07/01/2019;26/04/2019;109;26/04/2019;;ROSADA;0,22;13;1,3;13;21,5
B02 V1;BENITAKA M;12/01/2019;29/04/2019;107;29/04/2019;MADURO;VERMELHA;0,97;15,2;1,1;15,4;21,7
B02 V2;BENITAKA M;07/01/2019;29/04/2019;112;29/04/2019;MADURO;VERMELHA;1;15;1,1;15;22
B02 V2;BENITAKA M;07/01/2019;29/04/2019;112;29/04/2019;MADURO;ROSADA;0,28;13;1,4;13,1;22,4
B02 V1;BENITAKA M;12/01/2019;29/04/2019;107;29/04/2019;MADURO;ROSADA;0,4;13,8;1,4;13,8;22,3
B02 V1;BENITAKA M;12/01/2019;02/05/2019;110;02/05/2019;MADURO;VERMELHA;0,98;15,4;0,99;15,8;21,7
B02 V2;BENITAKA M;07/01/2019;02/05/2019;115;02/05/2019;MADURO;ROSADA;0,18;13;1,2;13;23
B02 V2;BENITAKA M;07/01/2019;02/05/2019;115;02/05/2019;MADURO;VERMELHA;0,82;14,4;1;14,6;21,8
B02 V1;BENITAKA M;12/01/2019;06/05/2019;114;06/05/2019;MADURO;VERMELHA;1;16,4;0,9;16;22
B02 V2;BENITAKA M;07/01/2019;06/05/2019;119;06/05/2019;MADURO;VERMELHA;1;15;0,9;15;22,8
A14 V2;BENITAKA M;28/01/2019;06/05/2019;98;06/05/2019;MADURO;VERMELHA;0,87;14,8;1;14,9;21
A07 V1;ARRA 15;04/02/2019;06/05/2019;91;06/05/2019;MADURO;VERDE;0;14,8;1,3;14,7;19
A07 V2;ARRA 15;04/02/2019;06/05/2019;91;06/05/2019;MADURO;VERDE;0;14;1,5;13,9;19
B17 V1;ARRA 15;12/02/2019;06/05/2019;83;06/05/2019;MADURO;¶MBAR;0,17;15,6;1,29;15;18
B17 V2;ARRA 15;12/02/2019;06/05/2019;83;06/05/2019;MADURO;VERDE;0;12,6;2;11,7;17,9
B2 V01;BENITAKA M;12/01/2019;09/05/2019;117;09/05/2019;MADURO;VERMELHA;1;16,4;0,9;16,6;22,8
B02 V2;BENITAKA M;07/01/2019;09/05/2019;122;09/05/2019;MADURO;VERMELHA;0,97;15,8;0,9;15;22,8
A14 V2;BENITAKA M;28/01/2019;09/05/2019;101;09/05/2019;;VERMELHA;0,98;15,4;0,9;15,4;21,6
A07 V1;ARRA 15;04/02/2019;09/05/2019;94;09/05/2019;;¶MBAR;0,22;15,6;1,15;15,8;19
A07 V2;ARRA 15;04/02/2019;09/05/2019;94;09/05/2019;;¶MBAR;0,12;15;1,34;14,9;19
B17 V1;ARRA 15;12/02/2019;09/05/2019;86;09/05/2019;;¶MBAR;0,47;16;1,18;16;18
B17 V2;ARRA 15;12/02/2019;09/05/2019;86;09/05/2019;;VERDE;0;13;1,9;12,9;18
A14 V2;BENITAKA M;28/01/2019;13/05/2019;105;13/05/2019;;ROSADA;0,18;12,4;1,42;12,5;22,8
A07 V1;ARRA 15;04/02/2019;13/05/2019;98;13/05/2019;MADURO;¶MBAR;0,53;16,8;0,99;16,7;19,9
A07 V2;ARRA 15;04/02/2019;13/05/2019;98;13/05/2019;MADURO;¶MBAR;0,35;16,6;1,07;16,1;19,7
B17 V1;ARRA 15;12/02/2019;13/05/2019;90;13/05/2019;MADURO;¶MBAR;0,72;17,6;0,95;17,4;18,5
B17 V2;ARRA 15;12/02/2019;13/05/2019;90;13/05/2019;MADURO;¶MBAR;0,13;15,4;1,3;15,3;18,2
B10 V1;ARRA 15;19/02/2019;13/05/2019;83;13/05/2019;;VERDE;0;14;1,63;13,7;17,9
A07 V1;ARRA 15;04/02/2019;16/05/2019;101;16/05/2019;MADURO;¶MBAR;0,67;17,6;0,93;17,4;19,7
A07 V2;ARRA 15;04/02/2019;16/05/2019;101;16/05/2019;MADURO;¶MBAR;0,55;17;1,01;16,9;20,3
A07 V1;ARRA 15;04/02/2019;16/05/2019;101;16/05/2019;MADURO;¶MBAR;0,68;17,4;0,9;17,2;20,2
A07 V2;ARRA 15;04/02/2019;16/05/2019;101;16/05/2019;MADURO;¶MBAR;0,82;17,2;0,97;17,5;20,3
B17 V1;ARRA 15;12/02/2019;16/05/2019;93;16/05/2019;MADURO;¶MBAR;0,77;17,8;0,88;17,6;18,6
B17 V2;ARRA 15;12/02/2019;16/05/2019;93;16/05/2019;MADURO;¶MBAR;0,17;15,6;1,27;15,4;18,8
B10 V1;ARRA 15;19/02/2019;16/05/2019;86;16/05/2019;MADURO;¶MBAR;0,03;15;1,38;14,8;18
A14 V2;BENITAKA M;28/01/2019;17/05/2019;109;17/05/2019;MADURO;ROSADA;0,42;13;1,11;13,4;23,1
A07 V1;ARRA 15;04/02/2019;20/05/2019;105;20/05/2019;MADURO;¶MBAR;0,73;17;0,85;17,3;20,4
A07 V2;ARRA 15;04/02/2019;20/05/2019;105;20/05/2019;MADURO;¶MBAR;0,58;17;0,86;17;20
A07 V1;ARRA 15;04/02/2019;20/05/2019;105;20/05/2019;MADURO;¶MBAR;0,73;17,6;0,9;17,3;20,1
A07 V2;ARRA 15;04/02/2019;20/05/2019;105;20/05/2019;MADURO;¶MBAR;0,48;17,2;0,92;16,9;20,2
B17 V1;ARRA 15;12/02/2019;20/05/2019;97;20/05/2019;MADURO;¶MBAR;0,95;18,8;0,8;18,7;18,4
B17 V2;ARRA 15;12/02/2019;20/05/2019;97;20/05/2019;MADURO;¶MBAR;0,23;16,8;1,17;15,9;18,8
B10 V1;ARRA 15;19/02/2019;20/05/2019;90;20/05/2019;MADURO;¶MBAR;0,15;15,6;1,12;15,7;18,6
B17 V2;ARRA 15;12/02/2019;23/05/2019;100;23/05/2019;MADURO;¶MBAR;0,58;17;0,99;16,8;19,1
B17 V2;ARRA 15;12/02/2019;27/05/2019;104;27/05/2019;MADURO;¶MBAR;0,72;16,8;0,88;17,3;19,2
B17 V2;ARRA 15;12/02/2019;27/05/2019;104;27/05/2019;MADURO;¶MBAR;0,6;16,2;0,91;16,9;19,1
B10 V1;ARRA 15;19/02/2019;27/05/2019;97;27/05/2019;MADURO;¶MBAR;0,53;17,2;0,92;16,9;18,8
B17 V2;ARRA 15;12/02/2019;30/05/2019;107;30/05/2019;MADURO;¶MBAR;0,73;17,6;0,91;17,6;19,2
B17 V2;ARRA 15;12/02/2019;30/05/2019;107;30/05/2019;MADURO;¶MBAR;0,83;17,8;0,88;17,7;19,5
B10 V1;ARRA 15;19/02/2019;30/05/2019;100;30/05/2019;MADURO;¶MBAR;0,77;17,8;0,86;17,8;18,4
B18 V1;BENITAKA M;25/02/2019;03/06/2019;98;03/06/2019;MADURO;VERMELHA;0,73;14,6;1,21;14,4;21,6
A14 V1;BENITAKA M;25/02/2019;05/06/2019;100;05/06/2019;MADURO;VERMELHA;0,77;14,6;1,17;14,4;22
B18 V1;BENITAKA M;25/02/2019;06/06/2019;101;06/06/2019;MADURO;VERMELHA;0,82;15;1,18;14,6;21,7
B10 V2;ARRA 15;11/03/2019;10/06/2019;91;10/06/2019;MADURO;¶MBAR;0,17;15,4;1,32;15,5;18
B18 V1;BENITAKA M;25/02/2019;10/06/2019;105;10/06/2019;MADURO;VERMELHA;0,95;15,4;0,98;15,3;22
